Date,Open,High,Low,Close,Volume
2019-03-08,142.52,143.22,141.48,142.19,97228855
2019-03-09,142.19,143.66,142.00,142.33,106023053
2019-03-12,142.33,143.59,141.88,142.68,118710056
2019-03-13,142.68,144.33,142.59,144.29,97387724
2019-03-14,144.29,144.59,143.64,144.09,129921027
2019-03-15,144.09,144.33,143.48,143.94,82635965
2019-03-16,143.94,146.08,143.69,144.71,59793660
2019-03-19,144.71,146.06,143.51,143.78,65316080
2019-03-20,143.78,144.31,142.96,143.32,53897667
2019-03-21,143.32,143.51,140.70,142.02,63693999
2019-03-22,142.02,143.18,140.39,141.45,120004828
2019-03-23,141.45,142.45,139.95,141.22,85061526
2019-03-26,141.22,143.54,140.48,142.21,91551339
2019-03-27,142.21,144.46,141.31,143.36,66229227
2019-03-28,143.36,145.15,142.52,145.01,101609921
2019-03-29,145.01,148.17,144.59,146.89,92439353
2019-03-30,146.89,148.77,145.73,147.55,120723529
2019-04-02,147.55,147.71,144.40,145.83,114745345
2019-04-03,145.83,147.23,144.48,145.51,75747644
2019-04-04,145.51,148.82,144.79,147.39,56411583
2019-04-05,147.39,147.79,146.01,146.99,98480207
2019-04-06,146.99,148.41,146.08,146.44,56254408
2019-04-09,146.44,146.54,144.92,145.38,146327551
2019-04-10,145.38,146.61,144.49,145.40,75414133
2019-04-11,145.40,145.92,144.65,145.31,142655691
2019-04-12,145.31,145.78,143.63,144.80,131468561
2019-04-13,144.80,146.67,143.82,146.62,100436319
2019-04-16,146.62,147.58,145.98,147.18,55639794
2019-04-17,147.18,149.93,146.71,148.50,94436095
2019-04-18,148.50,151.21,147.40,149.79,115438341
2019-04-19,149.79,150.89,148.32,148.75,70637354
2019-04-20,148.75,149.42,147.83,149.23,116890729
2019-04-23,149.23,150.62,147.14,147.82,50406713
2019-04-24,147.82,148.20,146.08,147.19,111595930
2019-04-25,147.19,149.31,145.89,148.61,93964384
2019-04-26,148.61,151.59,148.31,150.12,60971556
2019-04-27,150.12,152.25,149.77,151.10,77975949
2019-04-30,151.10,152.50,149.47,150.02,53401848
2019-05-01,150.02,151.25,149.82,150.35,96178577
2019-05-02,150.35,153.32,150.02,152.11,138074673
2019-05-03,152.11,153.15,149.89,150.59,123754315
2019-05-04,150.59,151.81,148.52,149.71,61140550
2019-05-07,149.71,151.57,148.59,151.34,94973932
2019-05-08,151.34,152.14,149.33,150.57,142213186
2019-05-09,150.57,150.73,149.19,150.06,76959381
2019-05-10,150.06,150.15,148.75,149.59,119556858
2019-05-11,149.59,151.93,149.57,150.90,59636732
2019-05-14,150.90,151.37,149.48,151.09,89790388
2019-05-15,151.09,151.46,149.01,149.87,144448666
2019-05-16,149.87,149.97,149.08,149.76,50180678
2019-05-17,149.76,151.02,147.18,148.12,63881615
2019-05-18,148.12,148.55,147.55,148.35,130465180
2019-05-21,148.35,149.20,147.07,148.24,57018617
2019-05-22,148.24,149.32,146.53,147.85,98261405
2019-05-23,147.85,148.60,146.42,147.31,126059733
2019-05-24,147.31,147.59,147.01,147.06,56208136
2019-05-25,147.06,148.19,145.79,147.21,73480883
2019-05-28,147.21,147.82,145.56,146.56,88125343
2019-05-29,146.56,146.72,144.09,145.23,112028983
2019-05-30,145.23,146.08,143.34,144.46,134157330
2019-05-31,144.46,146.84,143.28,145.98,63422530
2019-06-01,145.98,147.80,145.70,147.26,60477822
2019-06-04,147.26,148.54,144.23,145.59,92603961
2019-06-05,145.59,146.94,145.06,145.95,81050381
2019-06-06,145.95,147.76,145.27,146.47,120134677
2019-06-07,146.47,146.76,145.79,146.11,132663462
2019-06-08,146.11,146.94,143.69,144.77,122605616
2019-06-11,144.77,147.85,143.72,146.39,139321728
2019-06-12,146.39,148.75,145.67,147.79,50551257
2019-06-13,147.79,148.63,147.18,148.41,124152707
2019-06-14,148.41,149.57,145.57,146.88,132889651
2019-06-15,146.88,147.48,145.59,146.05,105987604
2019-06-18,146.05,147.58,145.40,146.74,65831396
2019-06-19,146.74,148.19,145.91,147.99,69277590
2019-06-20,147.99,150.18,146.61,149.28,74812892
2019-06-21,149.28,151.93,149.24,150.78,103939417
2019-06-22,150.78,152.94,150.56,152.31,97959723
2019-06-25,152.31,153.81,151.38,152.18,113003991
2019-06-26,152.18,152.37,149.96,150.95,58994086
2019-06-27,150.95,151.50,149.92,150.81,105746963
2019-06-28,150.81,151.94,149.65,151.93,88084157
2019-06-29,151.93,152.71,150.67,150.75,130070260
2019-07-02,150.75,152.83,149.77,152.38,146565045
2019-07-03,152.38,153.57,151.26,152.44,124682840
2019-07-04,152.44,153.06,151.91,152.35,70800889
2019-07-05,152.35,153.77,151.93,153.69,123301588
2019-07-06,153.69,154.46,151.68,152.70,74033857
2019-07-09,152.70,154.75,151.60,153.30,88323678
2019-07-10,153.30,153.36,151.86,152.96,126212804
2019-07-11,152.96,153.01,151.50,152.69,71642899
2019-07-12,152.69,155.09,152.47,154.59,96433484
2019-07-13,154.59,154.60,151.67,153.02,51632093
2019-07-16,153.02,153.36,151.59,151.91,109296555
2019-07-17,151.91,153.15,150.44,152.90,69716154
2019-07-18,152.90,154.00,151.52,153.16,131711575
2019-07-19,153.16,155.76,152.13,155.06,145321168
2019-07-20,155.06,155.96,152.73,153.21,144549324
2019-07-23,153.21,153.52,150.89,152.20,107187121
2019-07-24,152.20,152.55,150.97,152.54,81817312
2019-07-25,152.54,153.00,150.41,151.22,94520112
2019-07-26,151.22,153.79,151.19,152.28,87320263
2019-07-27,152.28,153.49,151.73,153.08,72795535
2019-07-30,153.08,155.11,151.63,154.99,146496630
2019-07-31,154.99,156.15,153.74,155.04,105934226
2019-08-01,155.04,158.34,153.81,156.91,144143734
2019-08-02,156.91,159.34,155.77,157.77,107597289
2019-08-03,157.77,160.29,156.60,158.78,94345107
2019-08-06,158.78,159.73,157.87,159.71,126110211
2019-08-07,159.71,162.07,159.40,161.66,83006920
2019-08-08,161.66,163.60,161.07,162.56,127652969
2019-08-09,162.56,162.97,160.45,160.61,141717466
2019-08-10,160.61,161.88,159.10,161.10,58497197
2019-08-13,161.10,161.70,158.76,159.43,72373331
2019-08-14,159.43,159.70,157.56,157.63,131625365
2019-08-15,157.63,158.85,156.25,156.70,149125175
2019-08-16,156.70,156.98,154.89,155.57,105001673
2019-08-17,155.57,156.70,152.64,153.95,125004990
2019-08-20,153.95,155.94,153.51,154.44,105091133
2019-08-21,154.44,156.81,153.82,155.98,141871810
2019-08-22,155.98,157.43,155.89,156.57,136239437
2019-08-23,156.57,158.46,156.45,157.49,148140376
2019-08-24,157.49,160.55,157.02,159.50,137669885
2019-08-27,159.50,159.80,157.64,157.75,107494016
2019-08-28,157.75,159.57,157.27,158.04,125170939
2019-08-29,158.04,159.06,157.62,158.19,130892038
2019-08-30,158.19,160.87,157.28,159.34,79698671
2019-08-31,159.34,160.51,157.94,159.62,66110855
2019-09-03,159.62,162.57,159.11,161.14,85036872
2019-09-04,161.14,161.22,159.26,159.32,51886737
2019-09-05,159.32,159.50,157.19,158.26,64725644
2019-09-06,158.26,158.42,156.83,157.82,84486983
2019-09-07,157.82,159.57,156.98,159.53,145952993
2019-09-10,159.53,161.59,157.95,160.44,52934185
2019-09-11,160.44,163.24,158.95,162.42,107377231
2019-09-12,162.42,165.81,162.07,164.45,99188835
2019-09-13,164.45,164.83,162.87,163.29,142675251
2019-09-14,163.29,164.03,160.65,161.47,87364180
2019-09-17,161.47,162.72,160.23,160.78,74689706
2019-09-18,160.78,161.74,158.12,159.43,126452464
2019-09-19,159.43,159.93,159.29,159.47,124731908
2019-09-20,159.47,160.58,157.90,160.19,85210068
2019-09-21,160.19,160.35,159.85,159.96,58316554
2019-09-24,159.96,161.25,157.33,158.27,91709580
2019-09-25,158.27,159.33,157.10,157.90,62419238
2019-09-26,157.90,161.04,156.86,159.67,81916989
2019-09-27,159.67,161.23,157.28,157.82,81645595
2019-09-28,157.82,158.09,156.78,157.42,121689652
2019-10-01,157.42,157.86,155.19,155.92,68163229
2019-10-02,155.92,158.63,155.16,157.33,75990270
2019-10-03,157.33,160.15,157.01,158.89,105854969
2019-10-04,158.89,159.68,158.27,159.41,115212737
2019-10-05,159.41,162.55,158.41,161.05,123621701
2019-10-08,161.05,162.49,160.90,162.02,88604917
2019-10-09,162.02,163.33,159.66,161.16,129819630
2019-10-10,161.16,161.70,159.14,159.47,60735112
2019-10-11,159.47,162.24,158.83,160.72,77232537
2019-10-12,160.72,162.04,160.43,161.85,111265727
2019-10-15,161.85,163.29,161.60,163.12,60593428
2019-10-16,163.12,165.76,163.07,164.94,122051879
2019-10-17,164.94,166.71,163.95,166.34,56743475
2019-10-18,166.34,167.70,165.84,166.15,133546020
2019-10-19,166.15,168.56,164.61,167.81,134829142
2019-10-22,167.81,169.79,166.51,168.90,140535636
2019-10-23,168.90,168.95,167.71,168.06,100910409
2019-10-24,168.06,168.19,166.24,167.21,98285269
2019-10-25,167.21,167.45,165.25,165.74,145343942
2019-10-26,165.74,168.91,165.16,167.81,120230701
2019-10-29,167.81,169.14,165.11,165.85,68857402
2019-10-30,165.85,167.72,164.60,167.52,112420132
2019-10-31,167.52,167.70,165.95,166.25,62081803
2019-11-01,166.25,166.69,162.63,164.27,101499751
2019-11-02,164.27,165.37,162.23,162.67,87482198
2019-11-05,162.67,164.04,161.76,163.59,67207002
2019-11-06,163.59,165.91,163.45,165.67,148686382
2019-11-07,165.67,168.01,165.03,167.16,58176719
2019-11-08,167.16,170.34,166.32,168.83,107259666
2019-11-09,168.83,170.19,165.52,167.11,129462503
2019-11-12,167.11,168.17,165.15,165.97,80749613
2019-11-13,165.97,166.30,163.65,164.95,147689569
2019-11-14,164.95,167.99,163.58,166.80,97478784
2019-11-15,166.80,168.23,166.58,167.57,85602809
2019-11-16,167.57,168.48,167.02,168.25,92469693
2019-11-19,168.25,169.72,166.13,166.38,130874264
2019-11-20,166.38,169.65,165.71,168.03,82364425
2019-11-21,168.03,168.06,167.41,167.44,51925766
2019-11-22,167.44,169.15,166.85,169.12,76048053
2019-11-23,169.12,171.70,168.76,170.89,103920087
2019-11-26,170.89,174.49,170.16,172.95,130179289
2019-11-27,172.95,173.64,170.51,171.68,107377700
2019-11-28,171.68,172.44,170.88,171.75,79496888
2019-11-29,171.75,173.86,170.27,173.02,149948672
2019-11-30,173.02,175.35,172.60,174.49,147576281
2019-12-03,174.49,174.55,173.43,174.20,67848936
2019-12-04,174.20,175.66,173.34,174.50,121809415
2019-12-05,174.50,176.59,173.61,175.07,129292364
2019-12-06,175.07,176.63,171.78,173.38,102183920
2019-12-07,173.38,175.21,171.89,174.99,147263756
2019-12-10,174.99,175.57,171.56,173.10,81335007
2019-12-11,173.10,173.85,172.47,173.67,91860677
2019-12-12,173.67,176.07,173.14,175.57,89811782
2019-12-13,175.57,176.07,172.95,174.18,131180062
2019-12-14,174.18,174.44,172.23,173.92,138113418
2019-12-17,173.92,175.48,172.34,172.48,96579164
2019-12-18,172.48,172.75,170.75,171.16,143866788
2019-12-19,171.16,173.53,170.13,172.71,135695674
2019-12-20,172.71,174.11,169.44,170.72,97038858
2019-12-21,170.72,171.03,168.52,169.55,115742887
2019-12-24,169.55,172.43,169.29,171.68,104368481
2019-12-25,171.68,175.38,171.06,173.79,146272197
2019-12-26,173.79,173.91,171.37,172.47,117740095
2019-12-27,172.47,174.78,172.08,173.76,70101721
2019-12-28,173.76,175.28,172.72,173.33,117321349
2019-12-31,173.33,175.93,172.29,174.23,141153890
2020-01-01,174.23,174.91,173.36,174.79,55021111
2020-01-02,174.79,178.47,173.61,176.97,82292320
2020-01-03,176.97,178.66,174.13,175.16,74771563
2020-01-04,175.16,176.63,175.06,176.47,73806156
2020-01-07,176.47,179.15,175.44,177.91,81915729
2020-01-08,177.91,181.21,177.27,179.74,60186846
2020-01-09,179.74,180.72,178.66,179.42,141207206
2020-01-10,179.42,180.82,178.17,179.50,75837043
2020-01-11,179.50,181.80,179.20,181.35,119545241
2020-01-14,181.35,182.57,179.80,182.44,69777989
2020-01-15,182.44,183.12,180.79,182.18,124765826
2020-01-16,182.18,184.04,181.56,182.68,121002630
2020-01-17,182.68,184.19,180.07,180.89,67791814
2020-01-18,180.89,182.50,180.27,180.38,85518404
2020-01-21,180.38,182.72,179.81,182.57,103468284
2020-01-22,182.57,183.25,180.33,181.42,145187487
2020-01-23,181.42,182.24,179.62,181.73,66930539
2020-01-24,181.73,182.38,179.85,180.92,116657154
2020-01-25,180.92,181.60,179.42,181.42,104701593
2020-01-28,181.42,181.67,178.44,179.40,111482897
2020-01-29,179.40,179.68,178.09,178.42,91768877
2020-01-30,178.42,179.47,176.22,177.92,132787593
2020-01-31,177.92,179.10,177.15,178.01,137800265
2020-02-01,178.01,178.02,175.95,176.81,95396519
2020-02-04,176.81,179.63,175.07,178.46,74478893
2020-02-05,178.46,179.26,176.10,176.38,85732090
2020-02-06,176.38,177.90,174.85,175.52,118054009
2020-02-07,175.52,176.99,173.46,174.90,114929266
2020-02-08,174.90,177.32,173.40,175.76,97321096
2020-02-11,175.76,176.45,173.55,175.07,103946294
2020-02-12,175.07,178.45,173.89,177.04,72670595
2020-02-13,177.04,178.65,175.28,177.16,129408310
2020-02-14,177.16,178.18,175.94,177.80,118987753
2020-02-15,177.80,178.68,176.81,177.05,123090456
2020-02-18,177.05,178.01,176.14,177.08,120055504
2020-02-19,177.08,177.88,176.05,176.86,118362113
2020-02-20,176.86,178.33,175.27,177.05,60135820
2020-02-21,177.05,180.27,176.04,178.95,71461714
2020-02-22,178.95,179.91,177.47,178.83,96028235
2020-02-25,178.83,180.55,176.68,177.33,119660128
2020-02-26,177.33,178.95,176.89,178.93,57150296
2020-02-27,178.93,181.44,177.67,180.04,133987267
2020-02-28,180.04,180.36,177.72,178.31,137076969
2020-02-29,178.31,179.90,177.13,177.80,148956742
2020-03-03,177.80,178.37,175.50,176.41,63595544
2020-03-04,176.41,178.64,176.14,177.06,81279153
2020-03-05,177.06,177.78,176.17,177.36,121798945
2020-03-06,177.36,178.08,176.08,176.74,117434735
2020-03-07,176.74,178.86,175.63,177.61,140051197
2020-03-10,177.61,178.53,175.38,176.49,137644073
2020-03-11,176.49,178.09,174.79,174.92,101458626
2020-03-12,174.92,175.86,173.02,174.09,68912865
2020-03-13,174.09,174.24,173.25,173.55,52920010
2020-03-14,173.55,176.49,172.22,175.05,126293275
2020-03-17,175.05,176.06,172.57,174.04,72348135
2020-03-18,174.04,174.77,173.06,173.85,122171791
2020-03-19,173.85,174.37,172.18,172.79,131548461
2020-03-20,172.79,175.75,172.46,174.21,73473059
2020-03-21,174.21,175.13,173.96,174.28,50671307
2020-03-24,174.28,175.39,173.33,174.43,73975172
2020-03-25,174.43,175.78,172.41,173.33,62481085
2020-03-26,173.33,173.56,170.59,171.48,77303110
2020-03-27,171.48,173.90,171.17,172.92,146325985
2020-03-28,172.92,173.98,172.49,172.84,121756471
2020-03-31,172.84,175.72,172.26,174.41,127007130
2020-04-01,174.41,175.76,171.95,173.34,73654344
2020-04-02,173.34,173.61,170.05,171.68,113805740
2020-04-03,171.68,172.48,171.58,171.77,110267615
2020-04-04,171.77,171.97,170.22,171.77,130644788
2020-04-07,171.77,173.11,171.38,171.60,115859714
2020-04-08,171.60,172.39,170.68,171.52,146108865
2020-04-09,171.52,172.88,171.34,172.76,59976376
2020-04-10,172.76,174.63,171.67,172.97,108531496
2020-04-11,172.97,173.76,172.24,173.41,80146242
2020-04-14,173.41,176.50,172.05,175.17,60619784
2020-04-15,175.17,175.35,174.12,174.38,148272440
2020-04-16,174.38,174.92,172.71,172.86,91656377
2020-04-17,172.86,174.29,171.25,171.43,139320721
2020-04-18,171.43,171.85,171.34,171.36,95557538
2020-04-21,171.36,172.78,170.28,170.66,63926050
2020-04-22,170.66,171.17,170.10,171.09,102524827
2020-04-23,171.09,173.17,170.31,171.76,143584242
2020-04-24,171.76,173.43,170.70,170.98,89301189
2020-04-25,170.98,174.28,169.85,172.93,115500912
2020-04-28,172.93,174.63,171.57,172.17,62800830
2020-04-29,172.17,172.68,171.12,172.04,102458921
2020-04-30,172.04,173.99,170.86,173.30,89535864
2020-05-01,173.30,175.02,171.91,173.77,116172169
2020-05-02,173.77,174.23,172.32,173.01,124275250
2020-05-05,173.01,174.39,170.75,171.53,104030766
2020-05-06,171.53,172.79,171.01,172.22,125728068
2020-05-07,172.22,172.84,171.43,171.44,78203857
2020-05-08,171.44,172.72,168.88,169.86,71917856
2020-05-09,169.86,171.28,168.63,170.84,73576388
2020-05-12,170.84,170.97,169.07,169.78,86269380
2020-05-13,169.78,171.25,168.55,171.10,143278208
2020-05-14,171.10,171.42,169.54,169.67,55599584
2020-05-15,169.67,170.95,167.05,167.72,141738990
2020-05-16,167.72,169.54,166.81,169.03,123978727
2020-05-19,169.03,169.56,165.92,167.09,78907808
2020-05-20,167.09,169.98,166.41,168.75,120805340
2020-05-21,168.75,171.13,168.41,170.27,118020821
2020-05-22,170.27,172.32,169.50,171.07,54115268
2020-05-23,171.07,172.12,169.59,170.71,70068693
2020-05-26,170.71,174.36,169.87,172.73,52054197
2020-05-27,172.73,173.33,170.75,171.89,99366850
2020-05-28,171.89,172.47,169.41,170.70,110111630
2020-05-29,170.70,170.77,169.10,170.48,115657131
2020-05-30,170.48,171.83,170.01,170.63,96769291
2020-06-02,170.63,171.80,169.74,170.29,94074017
2020-06-03,170.29,171.27,168.33,168.44,96656083
2020-06-04,168.44,169.51,168.03,168.20,119227660
2020-06-05,168.20,171.11,166.57,169.73,114014465
2020-06-06,169.73,170.86,167.73,169.33,142091330
2020-06-09,169.33,170.19,168.06,169.57,79111192
2020-06-10,169.57,169.64,167.30,167.93,143141624
2020-06-11,167.93,169.49,167.91,168.23,85905681
2020-06-12,168.23,169.69,167.70,168.61,127157488
2020-06-13,168.61,169.80,166.37,167.45,133952853
2020-06-16,167.45,168.10,165.56,166.16,124130028
2020-06-17,166.16,166.74,165.76,166.44,68597605
2020-06-18,166.44,166.51,163.52,164.59,92944953
2020-06-19,164.59,165.50,163.75,165.02,94831248
2020-06-20,165.02,166.76,164.91,165.92,134654906
2020-06-23,165.92,167.43,163.98,165.39,75027089
2020-06-24,165.39,166.75,162.24,163.66,87576608
2020-06-25,163.66,164.44,161.32,162.50,87180729
2020-06-26,162.50,164.42,162.19,163.08,53569208
2020-06-27,163.08,166.12,162.17,164.63,96856702
2020-06-30,164.63,167.71,163.36,166.48,67003051
2020-07-01,166.48,168.12,165.22,165.71,93212090
2020-07-02,165.71,168.03,164.70,167.45,54279265
2020-07-03,167.45,168.94,166.68,168.36,139699587
2020-07-04,168.36,169.29,165.67,167.24,139821763
2020-07-07,167.24,168.45,166.57,166.78,67918547
2020-07-08,166.78,168.70,166.61,168.33,81947773
2020-07-09,168.33,171.85,167.07,170.33,52760519
2020-07-10,170.33,171.86,169.65,171.81,109587359
2020-07-11,171.81,172.37,170.55,171.78,65595779
2020-07-14,171.78,171.81,169.70,169.83,149258111
2020-07-15,169.83,171.46,167.21,168.43,88976588
2020-07-16,168.43,170.10,166.68,168.15,62370541
2020-07-17,168.15,169.50,166.98,168.63,69260549
2020-07-18,168.63,171.33,167.06,169.98,117121464
2020-07-21,169.98,171.13,169.34,170.36,149989413
2020-07-22,170.36,170.89,169.17,169.62,64723565
2020-07-23,169.62,170.75,169.43,170.21,77076781
2020-07-24,170.21,173.16,169.53,172.30,79245492
2020-07-25,172.30,175.73,171.54,174.29,67191715
2020-07-28,174.29,175.61,173.33,174.00,130284958
2020-07-29,174.00,175.51,173.12,173.82,95237383
2020-07-30,173.82,176.94,173.03,175.49,105404700
2020-07-31,175.49,177.35,173.97,176.94,120186726
2020-08-01,176.94,178.08,174.13,175.80,99518802
2020-08-04,175.80,176.28,174.72,175.68,85062129
2020-08-05,175.68,178.62,175.36,176.92,65141403
2020-08-06,176.92,177.27,175.64,177.16,58169765
2020-08-07,177.16,177.96,176.86,177.55,79772202
2020-08-08,177.55,179.55,177.31,178.08,136612357
2020-08-11,178.08,179.45,175.33,176.84,129351232
2020-08-12,176.84,177.18,175.01,175.64,67357543
2020-08-13,175.64,178.70,174.42,177.25,76197554
2020-08-14,177.25,178.67,174.53,176.23,148487255
2020-08-15,176.23,178.00,175.38,176.55,99175093
2020-08-18,176.55,177.52,175.26,175.38,82646784
2020-08-19,175.38,178.59,175.33,177.11,83821922
2020-08-20,177.11,178.04,175.24,176.44,144127808
2020-08-21,176.44,178.56,175.60,176.82,83277509
2020-08-22,176.82,177.94,175.18,175.53,138247674
2020-08-25,175.53,177.88,175.43,177.80,52136218
2020-08-26,177.80,178.97,176.13,177.44,131483170
2020-08-27,177.44,179.26,176.99,178.37,97707525
2020-08-28,178.37,178.87,176.49,177.87,82627055
2020-08-29,177.87,179.25,177.08,177.59,89574955
2020-09-01,177.59,179.68,177.33,179.23,81242527
2020-09-02,179.23,181.68,177.73,180.26,146900652
2020-09-03,180.26,181.56,179.80,180.34,52312575
2020-09-04,180.34,181.68,179.19,180.99,74415242
2020-09-05,180.99,182.59,180.36,181.55,99527367
2020-09-08,181.55,183.85,180.82,183.15,98145288
2020-09-09,183.15,186.60,182.69,185.45,56674072
2020-09-10,185.45,186.32,183.10,184.92,109534562
2020-09-11,184.92,186.95,184.74,185.67,129436570
2020-09-12,185.67,186.69,184.30,184.43,104843963
2020-09-15,184.43,186.57,183.69,186.14,106800363
2020-09-16,186.14,187.36,184.81,185.61,79179316
2020-09-17,185.61,186.08,184.66,185.95,126865963
2020-09-18,185.95,186.85,185.18,186.75,114305409
2020-09-19,186.75,188.21,183.85,185.02,81958844
2020-09-22,185.02,186.62,183.75,185.39,140445195
2020-09-23,185.39,187.38,185.33,185.79,92497178
2020-09-24,185.79,186.32,183.52,183.97,122173307
2020-09-25,183.97,185.19,183.24,183.93,105115002
2020-09-26,183.93,185.05,182.39,184.50,115740098
2020-09-29,184.50,185.46,183.29,184.11,54851615
2020-09-30,184.11,184.73,183.02,183.57,71680297
2020-10-01,183.57,184.23,181.00,182.51,129982748
2020-10-02,182.51,183.67,180.10,181.48,74544756
2020-10-03,181.48,181.90,179.81,181.30,89435655
2020-10-06,181.30,181.70,178.26,179.55,91046737
2020-10-07,179.55,181.79,179.07,181.07,108861574
2020-10-08,181.07,182.23,180.00,180.00,95057783
2020-10-09,180.00,181.80,179.57,180.96,60175327
2020-10-10,180.96,184.15,179.25,182.85,50725499
2020-10-13,182.85,185.19,182.76,183.36,106014579
2020-10-14,183.36,183.91,180.57,181.25,149187790
2020-10-15,181.25,182.95,180.47,182.93,70436887
2020-10-16,182.93,184.75,181.38,184.74,133215571
2020-10-17,184.74,188.82,183.16,187.00,80712955
2020-10-20,187.00,187.85,185.39,186.97,147918943
2020-10-21,186.97,190.45,186.73,189.40,144237045
2020-10-22,189.40,189.94,187.35,188.95,119324185
2020-10-23,188.95,190.55,185.12,186.96,127085338
2020-10-24,186.96,187.02,184.10,185.70,132987666
2020-10-27,185.70,189.84,185.10,188.06,96882377
2020-10-28,188.06,188.81,187.90,188.22,127475923
2020-10-29,188.22,191.17,187.52,190.38,86459999
2020-10-30,190.38,193.11,189.88,191.38,68667370
2020-10-31,191.38,192.67,190.38,190.80,133394661
2020-11-03,190.80,192.63,189.75,190.11,72388851
2020-11-04,190.11,190.95,187.51,188.34,104472500
2020-11-05,188.34,189.59,186.66,189.09,66939992
2020-11-06,189.09,189.32,188.87,189.29,149103520
2020-11-07,189.29,192.20,188.73,191.20,90376242
2020-11-10,191.20,191.20,190.66,191.19,149216064
2020-11-11,191.19,191.79,189.02,190.07,116467719
2020-11-12,190.07,190.15,187.73,188.10,100640996
2020-11-13,188.10,188.68,186.97,188.60,133037451
2020-11-14,188.60,191.38,188.17,190.29,110382606
2020-11-17,190.29,192.09,188.90,189.19,116906875
2020-11-18,189.19,189.69,186.42,187.26,133575497
2020-11-19,187.26,188.29,187.24,187.34,143103950
2020-11-20,187.34,188.12,186.66,187.15,116171914
2020-11-21,187.15,188.87,185.00,186.15,62020390
2020-11-24,186.15,188.92,184.87,187.83,112942797
2020-11-25,187.83,189.59,185.01,185.90,112962307
2020-11-26,185.90,186.51,182.50,183.96,107616973
2020-11-27,183.96,186.74,183.56,185.05,110641566
2020-11-28,185.05,186.24,184.24,185.33,147013782
2020-12-01,185.33,187.11,183.75,184.42,55879910
2020-12-02,184.42,185.91,182.20,183.85,94937078
2020-12-03,183.85,185.50,183.62,184.60,114475428
2020-12-04,184.60,186.02,183.02,183.12,88217063
2020-12-05,183.12,185.18,181.53,184.29,117509353
2020-12-08,184.29,184.99,184.12,184.64,141156981
2020-12-09,184.64,185.17,182.00,182.65,96883647
2020-12-10,182.65,184.00,182.47,183.68,121577423
2020-12-11,183.68,184.24,181.91,183.08,96979350
2020-12-12,183.08,185.86,182.68,185.08,99892832
2020-12-15,185.08,185.77,184.88,185.54,63317610
2020-12-16,185.54,186.91,183.79,186.02,80945369
2020-12-17,186.02,186.47,183.97,184.43,60291903
2020-12-18,184.43,186.19,183.25,185.80,139466410
2020-12-19,185.80,188.69,185.34,186.89,113638358
2020-12-22,186.89,187.28,186.82,186.84,100439378
2020-12-23,186.84,188.06,185.47,187.67,78991279
2020-12-24,187.67,188.60,186.92,188.37,123025438
