Date,Open,High,Low,Close,Volume
2019-06-28,271.85,276.01,270.61,274.13,50032709
2019-06-29,274.13,276.57,272.62,275.79,142500867
2019-07-02,275.79,276.68,272.64,274.81,139512103
2019-07-03,274.81,277.74,272.94,275.04,90440227
2019-07-04,275.04,278.31,272.96,275.98,63836779
2019-07-05,275.98,277.81,272.58,275.23,112200269
2019-07-06,275.23,278.31,274.37,275.57,108311619
2019-07-09,275.57,279.34,274.78,277.51,89059788
2019-07-10,277.51,278.65,275.44,278.21,54267425
2019-07-11,278.21,280.51,275.87,276.44,50342272
2019-07-12,276.44,281.62,275.49,278.98,58874233
2019-07-13,278.98,281.53,276.19,279.34,89460066
2019-07-16,279.34,284.38,276.57,281.58,58967233
2019-07-17,281.58,281.95,276.71,279.14,52979206
2019-07-18,279.14,283.42,278.19,280.99,137668459
2019-07-19,280.99,285.58,278.20,282.95,62720646
2019-07-20,282.95,284.98,281.54,284.79,68393948
2019-07-23,284.79,289.96,282.31,287.74,144859312
2019-07-24,287.74,290.15,285.38,288.58,52121488
2019-07-25,288.58,291.16,286.30,287.50,107793535
2019-07-26,287.50,289.56,284.30,285.66,148720993
2019-07-27,285.66,287.92,284.99,287.60,115189665
2019-07-30,287.60,288.87,283.02,285.00,80973870
2019-07-31,285.00,288.67,284.82,286.18,145836379
2019-08-01,286.18,289.50,284.43,287.15,129658991
2019-08-02,287.15,290.99,286.58,289.23,98632083
2019-08-03,289.23,289.43,288.20,289.37,144184156
2019-08-06,289.37,292.85,287.89,292.26,103422501
2019-08-07,292.26,294.76,289.27,290.13,135371223
2019-08-08,290.13,290.92,286.46,289.23,72552341
2019-08-09,289.23,290.45,287.55,289.44,54738602
2019-08-10,289.44,291.08,285.13,287.08,141580341
2019-08-13,287.08,288.71,284.53,287.13,90886426
2019-08-14,287.13,290.15,285.11,287.77,86031368
2019-08-15,287.77,291.21,287.48,289.17,129477565
2019-08-16,289.17,291.96,286.92,288.01,143017333
2019-08-17,288.01,290.85,286.64,289.32,79384192
2019-08-20,289.32,292.04,288.05,290.89,103344543
2019-08-21,290.89,294.91,289.57,292.27,129810909
2019-08-22,292.27,293.16,291.73,292.84,74983192
2019-08-23,292.84,296.09,291.76,295.12,103855770
2019-08-24,295.12,297.28,293.02,293.66,67687161
2019-08-27,293.66,295.37,293.36,294.33,84420360
2019-08-28,294.33,295.86,293.38,293.40,50393682
2019-08-29,293.40,294.62,290.53,291.16,82494390
2019-08-30,291.16,294.48,291.05,293.45,63021867
2019-08-31,293.45,296.80,292.82,295.77,70783225
2019-09-03,295.77,298.85,292.89,297.82,56348320
2019-09-04,297.82,299.26,295.06,298.57,123572843
2019-09-05,298.57,301.47,296.38,298.14,88913930
2019-09-06,298.14,301.25,296.70,299.76,59464098
2019-09-07,299.76,299.99,297.53,298.06,132929622
2019-09-10,298.06,301.39,295.73,300.26,145959680
2019-09-11,300.26,300.64,296.75,298.24,122422574
2019-09-12,298.24,300.82,296.58,300.21,144626132
2019-09-13,300.21,300.97,299.16,300.58,116244838
2019-09-14,300.58,301.62,299.87,300.99,91142158
2019-09-17,300.99,301.77,299.28,300.84,68451999
2019-09-18,300.84,303.00,298.09,302.68,99007410
2019-09-19,302.68,305.00,300.13,301.67,110060952
2019-09-20,301.67,303.09,297.84,299.20,83371345
2019-09-21,299.20,302.29,298.61,300.88,68517582
2019-09-24,300.88,301.40,297.26,298.60,56776276
2019-09-25,298.60,304.02,296.08,301.15,110904332
2019-09-26,301.15,305.05,300.01,302.93,126692129
2019-09-27,302.93,305.59,301.62,302.95,147904363
2019-09-28,302.95,305.89,298.29,300.13,128527434
2019-10-01,300.13,301.66,298.65,300.48,83612600
2019-10-02,300.48,300.86,297.88,300.82,82615203
2019-10-03,300.82,303.08,299.37,299.97,149224591
2019-10-04,299.97,301.88,294.96,297.23,93487811
2019-10-05,297.23,300.33,295.37,297.48,52699319
2019-10-08,297.48,298.17,295.48,297.21,53198977
2019-10-09,297.21,301.99,297.04,299.68,116574709
2019-10-10,299.68,301.72,296.42,298.74,61989992
2019-10-11,298.74,298.80,297.85,298.64,106318960
2019-10-12,298.64,301.61,295.23,296.16,119231308
2019-10-15,296.16,298.28,294.45,295.39,110084980
2019-10-16,295.39,297.64,294.76,295.54,147589558
2019-10-17,295.54,297.06,292.48,293.63,102311377
2019-10-18,293.63,296.12,290.17,291.19,95279931
2019-10-19,291.19,293.90,288.30,293.74,112918249
2019-10-22,293.74,294.97,288.63,291.10,93461726
2019-10-23,291.10,291.66,288.40,291.17,90462644
2019-10-24,291.17,294.96,290.44,292.43,130934633
2019-10-25,292.43,295.33,290.98,291.28,136766162
2019-10-26,291.28,293.55,291.21,293.16,69136143
2019-10-29,293.16,295.95,290.77,291.18,133861995
2019-10-30,291.18,293.70,289.30,289.55,123929076
2019-10-31,289.55,290.46,285.30,286.80,67741334
2019-11-01,286.80,287.25,285.52,285.75,56343485
2019-11-02,285.75,287.74,282.54,283.03,55424387
2019-11-05,283.03,283.46,280.15,281.58,92990872
2019-11-06,281.58,286.14,279.74,284.24,92399887
2019-11-07,284.24,286.69,280.47,283.03,124986881
2019-11-08,283.03,285.39,278.26,280.81,95563510
2019-11-09,280.81,282.71,280.14,281.66,69700817
2019-11-12,281.66,282.68,278.81,280.19,138949844
2019-11-13,280.19,283.80,277.88,282.21,90053548
2019-11-14,282.21,285.22,281.47,283.61,89884492
2019-11-15,283.61,285.97,282.98,284.05,77954790
2019-11-16,284.05,286.08,282.75,285.00,85068455
2019-11-19,285.00,287.24,280.82,282.69,52007453
2019-11-20,282.69,286.10,281.60,285.54,83748734
2019-11-21,285.54,286.65,284.91,285.94,104206603
2019-11-22,285.94,290.22,284.83,288.72,75319607
2019-11-23,288.72,288.76,284.48,287.36,111726443
2019-11-26,287.36,292.80,285.02,289.98,72524023
2019-11-27,289.98,291.61,287.36,290.62,55309244
2019-11-28,290.62,292.90,287.26,289.34,63847223
2019-11-29,289.34,290.13,284.02,286.73,77075361
2019-11-30,286.73,287.44,285.74,285.79,70077789
2019-12-03,285.79,285.93,282.41,283.34,103813515
2019-12-04,283.34,284.90,280.16,281.23,147538138
2019-12-05,281.23,283.57,281.15,281.59,131522552
2019-12-06,281.59,283.71,280.24,280.54,110248056
2019-12-07,280.54,283.44,278.03,283.08,129089403
2019-12-10,283.08,287.80,282.73,285.54,126488638
2019-12-11,285.54,287.96,284.35,286.16,66492293
2019-12-12,286.16,290.45,284.73,288.95,91915530
2019-12-13,288.95,289.30,285.07,286.53,61459893
2019-12-14,286.53,287.60,283.80,287.53,73761424
2019-12-17,287.53,290.40,283.78,286.12,131228838
2019-12-18,286.12,289.10,284.81,288.95,98956096
2019-12-19,288.95,290.57,287.77,290.49,79213883
2019-12-20,290.49,290.83,288.99,289.07,86325672
2019-12-21,289.07,290.69,288.22,290.19,131533833
2019-12-24,290.19,294.20,289.82,291.61,94241579
2019-12-25,291.61,293.53,288.38,290.49,106831461
2019-12-26,290.49,293.96,288.56,293.21,99331481
2019-12-27,293.21,294.18,291.02,291.98,61624814
2019-12-28,291.98,294.27,291.91,293.32,122446119
2019-12-31,293.32,294.03,290.94,292.98,100657106
2020-01-01,292.98,294.19,289.69,292.40,132329098
2020-01-02,292.40,292.69,289.12,291.14,68743747
2020-01-03,291.14,292.72,288.35,290.47,93206874
2020-01-04,290.47,291.11,287.06,288.51,82276391
2020-01-07,288.51,290.82,287.98,288.53,97327942
2020-01-08,288.53,293.53,285.65,290.64,86410204
2020-01-09,290.64,294.31,287.96,292.57,146581083
2020-01-10,292.57,294.05,289.15,291.71,132981106
2020-01-11,291.71,297.09,288.82,294.33,131374929
2020-01-14,294.33,295.88,289.12,292.00,57642726
2020-01-15,292.00,294.44,290.68,291.03,77399451
2020-01-16,291.03,294.82,290.53,293.95,109083938
2020-01-17,293.95,296.74,292.17,293.62,136571184
2020-01-18,293.62,298.63,290.80,295.75,112248904
2020-01-21,295.75,298.67,294.46,294.71,70458792
2020-01-22,294.71,295.64,292.09,294.04,127279439
2020-01-23,294.04,296.55,293.82,294.55,90251169
2020-01-24,294.55,294.77,290.71,293.61,56573271
2020-01-25,293.61,294.36,292.31,292.66,52921764
2020-01-28,292.66,296.39,292.58,293.60,136132182
2020-01-29,293.60,294.64,290.10,291.60,71190463
2020-01-30,291.60,294.46,289.04,293.85,78007645
2020-01-31,293.85,297.28,292.97,295.97,89358727
2020-02-01,295.97,299.41,295.16,296.84,53385598
2020-02-04,296.84,300.00,294.10,299.93,101247947
2020-02-05,299.93,303.66,297.64,302.32,148354927
2020-02-06,302.32,304.42,299.75,301.51,123962612
2020-02-07,301.51,303.45,301.05,303.17,147732005
2020-02-08,303.17,307.41,303.02,305.09,88116355
2020-02-11,305.09,308.32,303.96,307.94,144477518
2020-02-12,307.94,310.45,304.13,306.28,52081244
2020-02-13,306.28,307.36,304.13,305.68,84751635
2020-02-14,305.68,307.67,304.24,305.62,70283185
2020-02-15,305.62,307.93,304.42,304.74,53974793
2020-02-18,304.74,309.39,303.77,307.18,58800709
2020-02-19,307.18,307.31,303.23,305.46,81521271
2020-02-20,305.46,306.30,300.26,302.81,97894965
2020-02-21,302.81,303.01,298.70,300.29,94978510
2020-02-22,300.29,300.79,296.63,297.47,130311615
2020-02-25,297.47,299.63,292.11,294.66,56602960
2020-02-26,294.66,296.38,292.42,294.94,110835363
2020-02-27,294.94,296.83,292.63,295.61,138608137
2020-02-28,295.61,297.89,295.19,297.39,114889772
2020-02-29,297.39,301.91,295.95,300.02,68817590
2020-03-03,300.02,303.67,297.40,302.22,138713994
2020-03-04,302.22,305.82,300.30,305.30,95115589
2020-03-05,305.30,308.96,303.12,307.90,53677534
2020-03-06,307.90,307.98,306.90,307.49,85990743
2020-03-07,307.49,309.01,307.15,308.34,55392899
2020-03-10,308.34,310.23,304.91,305.66,89262113
2020-03-11,305.66,308.16,304.77,307.91,90892687
2020-03-12,307.91,309.34,305.18,306.06,117963833
2020-03-13,306.06,308.79,303.22,303.71,89408810
2020-03-14,303.71,303.76,298.85,301.13,75703126
2020-03-17,301.13,302.35,295.91,298.59,76449761
2020-03-18,298.59,302.43,296.97,300.69,85770300
2020-03-19,300.69,304.23,297.75,302.21,94671656
2020-03-20,302.21,304.45,299.10,300.80,56819966
2020-03-21,300.80,302.93,298.36,298.40,71462541
2020-03-24,298.40,300.97,296.94,300.55,118453346
2020-03-25,300.55,304.52,297.72,303.13,107079757
2020-03-26,303.13,304.72,300.52,303.67,97763395
2020-03-27,303.67,305.50,300.49,303.34,79554857
2020-03-28,303.34,304.35,300.88,303.25,96576999
2020-03-31,303.25,305.47,302.03,302.85,54363834
2020-04-01,302.85,305.77,302.63,305.69,119394667
2020-04-02,305.69,307.92,304.91,307.32,78523745
2020-04-03,307.32,308.74,304.43,306.49,81693918
2020-04-04,306.49,311.08,304.52,308.74,111322378
2020-04-07,308.74,310.69,307.76,309.03,138305213
2020-04-08,309.03,310.38,309.02,309.95,80212896
2020-04-09,309.95,311.01,307.26,307.88,101100205
2020-04-10,307.88,308.51,303.86,306.36,90623253
2020-04-11,306.36,308.41,302.27,304.73,53333275
2020-04-14,304.73,308.93,303.26,305.95,134324494
2020-04-15,305.95,307.39,303.27,306.22,98936161
2020-04-16,306.22,306.94,305.10,305.88,65202681
2020-04-17,305.88,307.73,304.63,305.53,53424141
2020-04-18,305.53,307.08,301.03,303.77,65848878
2020-04-21,303.77,304.37,302.77,302.84,77085655
2020-04-22,302.84,305.53,300.87,305.42,60805829
2020-04-23,305.42,308.45,304.92,307.27,104031297
2020-04-24,307.27,311.82,304.34,310.09,52108973
2020-04-25,310.09,311.30,307.24,307.63,62439767
2020-04-28,307.63,307.81,303.35,305.56,76268803
2020-04-29,305.56,307.53,304.56,306.19,134294914
2020-04-30,306.19,308.34,303.61,307.00,78278481
2020-05-01,307.00,308.53,303.41,304.34,66417695
2020-05-02,304.34,304.44,301.08,304.11,82722349
2020-05-05,304.11,309.36,303.67,307.02,119629971
2020-05-06,307.02,311.35,305.09,308.39,76967430
2020-05-07,308.39,310.45,305.76,309.13,75765835
2020-05-08,309.13,309.47,306.45,308.12,60206753
2020-05-09,308.12,312.02,307.55,310.19,107662214
2020-05-12,310.19,310.73,307.47,309.51,61479897
2020-05-13,309.51,311.28,308.46,311.23,77158499
2020-05-14,311.23,316.23,309.98,313.20,140420823
2020-05-15,313.20,317.67,311.21,315.79,65354086
2020-05-16,315.79,317.93,314.88,315.79,117057887
2020-05-19,315.79,318.94,314.37,316.32,147127775
2020-05-20,316.32,316.60,313.74,316.00,101213814
2020-05-21,316.00,316.29,311.93,314.35,138708951
2020-05-22,314.35,316.71,313.91,315.42,130866664
2020-05-23,315.42,317.48,314.01,316.03,56629599
2020-05-26,316.03,319.06,315.28,316.69,58236570
2020-05-27,316.69,320.89,314.25,319.51,75414930
2020-05-28,319.51,320.93,318.84,319.29,68637841
2020-05-29,319.29,319.43,315.08,316.83,111544693
2020-05-30,316.83,318.98,315.97,316.40,61172265
2020-06-02,316.40,320.11,316.40,319.29,119891559
2020-06-03,319.29,319.90,317.39,317.77,99908892
2020-06-04,317.77,318.51,316.72,317.42,63461066
2020-06-05,317.42,318.60,314.01,316.01,146313477
2020-06-06,316.01,319.13,314.25,315.34,127190439
2020-06-09,315.34,318.14,313.33,317.79,127452009
2020-06-10,317.79,318.18,315.66,316.12,90122763
2020-06-11,316.12,316.90,313.90,315.64,107328487
2020-06-12,315.64,319.85,314.68,316.70,68025357
2020-06-13,316.70,319.14,314.37,314.67,60993060
2020-06-16,314.67,318.42,312.32,315.78,108366083
2020-06-17,315.78,318.26,312.37,313.44,52832038
2020-06-18,313.44,315.07,311.00,314.41,62719021
2020-06-19,314.41,316.79,313.20,314.65,117630700
2020-06-20,314.65,317.45,311.79,316.89,84372038
2020-06-23,316.89,318.18,314.78,314.82,65488055
2020-06-24,314.82,319.84,314.17,317.74,86995002
2020-06-25,317.74,321.26,314.82,319.79,69221612
2020-06-26,319.79,320.99,318.79,319.71,147140619
2020-06-27,319.71,322.75,315.69,318.81,75681022
2020-06-30,318.81,320.78,314.75,316.99,113590449
2020-07-01,316.99,321.31,313.82,320.03,127266971
2020-07-02,320.03,323.11,319.38,321.27,141745904
2020-07-03,321.27,324.04,316.66,319.05,73422638
2020-07-04,319.05,321.29,313.62,316.58,130744356
2020-07-07,316.58,318.58,312.37,313.60,56838176
2020-07-08,313.60,314.50,311.06,311.31,62513035
2020-07-09,311.31,313.77,309.35,312.15,68340886
2020-07-10,312.15,313.88,312.04,313.84,69353380
2020-07-11,313.84,314.56,310.31,313.08,63192557
2020-07-14,313.08,315.01,311.71,313.82,52632166
2020-07-15,313.82,316.46,310.39,313.31,101502927
2020-07-16,313.31,317.12,310.30,316.33,95344063
2020-07-17,316.33,318.98,315.01,317.67,115467997
2020-07-18,317.67,320.06,314.90,318.03,69492498
2020-07-21,318.03,322.39,315.57,319.20,92376188
2020-07-22,319.20,322.17,316.64,317.35,102457741
2020-07-23,317.35,320.07,313.75,315.02,100196543
2020-07-24,315.02,317.70,312.58,314.64,148613494
2020-07-25,314.64,317.47,312.86,315.15,109030028
2020-07-28,315.15,320.37,314.40,317.43,106870892
2020-07-29,317.43,319.79,313.42,314.44,106447595
2020-07-30,314.44,316.35,310.47,313.05,64812128
2020-07-31,313.05,314.12,310.51,311.04,121156487
2020-08-01,311.04,311.79,308.50,311.23,83446784
2020-08-04,311.23,313.09,308.31,310.25,130471823
2020-08-05,310.25,313.27,308.22,309.44,93748473
2020-08-06,309.44,311.93,308.06,309.36,97354422
2020-08-07,309.36,312.99,308.02,310.64,117436420
2020-08-08,310.64,312.64,307.03,308.53,67783295
2020-08-11,308.53,309.55,305.19,308.23,124445737
2020-08-12,308.23,309.74,306.11,309.40,67881220
2020-08-13,309.40,311.51,306.40,310.93,139468135
2020-08-14,310.93,314.44,308.78,313.85,116131642
2020-08-15,313.85,316.74,312.65,314.26,57082530
2020-08-18,314.26,315.70,312.53,314.67,148371209
2020-08-19,314.67,319.05,311.88,316.80,142575451
2020-08-20,316.80,319.91,315.80,318.80,70110383
2020-08-21,318.80,321.37,313.95,317.11,59155990
2020-08-22,317.11,317.94,313.66,314.35,136336823
2020-08-25,314.35,317.70,313.32,316.02,130696571
2020-08-26,316.02,317.83,313.98,314.15,140667634
2020-08-27,314.15,318.40,312.52,317.05,64152882
2020-08-28,317.05,319.59,314.02,315.41,59433134
2020-08-29,315.41,317.52,313.94,314.75,128940834
2020-09-01,314.75,316.79,310.59,312.98,116526112
2020-09-02,312.98,316.78,311.98,315.74,111138756
2020-09-03,315.74,316.66,311.80,314.49,52278024
2020-09-04,314.49,319.46,313.07,316.74,58478566
2020-09-05,316.74,321.61,314.67,319.26,53917766
2020-09-08,319.26,325.61,318.62,322.41,95585116
2020-09-09,322.41,324.22,319.23,321.78,148490723
2020-09-10,321.78,324.34,318.98,320.07,72002072
2020-09-11,320.07,323.30,319.55,323.29,121438057
2020-09-12,323.29,326.53,321.93,322.99,106685164
2020-09-15,322.99,325.89,320.87,324.14,142571458
2020-09-16,324.14,327.22,320.96,323.21,53471425
2020-09-17,323.21,324.59,318.53,321.45,104513562
2020-09-18,321.45,323.57,321.18,322.86,79119341
2020-09-19,322.86,325.46,320.10,322.56,73710908
2020-09-22,322.56,323.91,321.26,322.58,106912274
2020-09-23,322.58,325.69,321.75,322.73,112565756
2020-09-24,322.73,327.57,319.56,324.57,73355116
2020-09-25,324.57,329.93,322.75,327.65,147595140
2020-09-26,327.65,331.50,327.19,329.88,119867145
2020-09-29,329.88,335.30,327.28,332.69,109237034
2020-09-30,332.69,333.56,331.56,333.24,125898534
2020-10-01,333.24,334.73,328.93,331.43,65089745
2020-10-02,331.43,333.65,326.94,328.55,136800396
2020-10-03,328.55,329.04,325.14,327.83,52570878
2020-10-06,327.83,327.84,326.17,327.63,130384775
2020-10-07,327.63,332.86,327.23,330.92,123957123
2020-10-08,330.92,337.28,329.57,333.99,88206159
2020-10-09,333.99,335.17,329.39,332.67,56000133
2020-10-10,332.67,337.76,330.92,334.94,74634496
2020-10-13,334.94,336.07,334.84,335.66,79284850
2020-10-14,335.66,337.79,333.37,333.63,80626916
2020-10-15,333.63,336.68,331.60,334.70,81958965
2020-10-16,334.70,340.28,334.59,337.89,148358872
2020-10-17,337.89,339.57,332.27,335.13,79088508
2020-10-20,335.13,335.80,330.05,333.01,114327269
2020-10-21,333.01,334.16,330.48,333.47,134757747
2020-10-22,333.47,335.42,332.84,334.94,114918001
2020-10-23,334.94,338.11,332.73,333.76,142966274
2020-10-24,333.76,334.25,330.79,331.82,63100603
2020-10-27,331.82,333.41,329.44,330.57,83579498
2020-10-28,330.57,331.69,330.47,330.69,132171780
2020-10-29,330.69,335.62,330.19,333.68,53863402
2020-10-30,333.68,334.71,329.33,332.62,64458758
2020-10-31,332.62,333.87,329.34,332.58,53179558
2020-11-03,332.58,334.75,328.16,329.85,84937804
2020-11-04,329.85,331.36,327.95,330.26,145892217
2020-11-05,330.26,333.14,329.45,332.60,112648853
2020-11-06,332.60,336.78,331.23,334.15,54019363
2020-11-07,334.15,334.45,330.22,332.41,135269431
2020-11-10,332.41,334.39,330.46,332.39,83897189
2020-11-11,332.39,332.61,327.92,330.36,51721962
2020-11-12,330.36,333.54,327.00,328.55,133989541
2020-11-13,328.55,330.44,325.97,327.80,105176479
2020-11-14,327.80,330.09,322.90,325.96,132332045
2020-11-17,325.96,329.16,323.13,327.29,119354057
2020-11-18,327.29,329.56,323.25,324.87,135662211
2020-11-19,324.87,330.98,322.74,328.02,139110680
2020-11-20,328.02,331.95,326.70,330.57,75781754
2020-11-21,330.57,332.13,327.93,330.12,68986688
2020-11-24,330.12,332.76,325.87,328.12,146560127
2020-11-25,328.12,331.54,325.93,329.25,58909559
2020-11-26,329.25,330.40,328.49,329.02,61821191
2020-11-27,329.02,331.86,328.14,331.16,139190037
2020-11-28,331.16,334.02,330.70,331.15,116107587
2020-12-01,331.15,333.22,329.36,329.37,100756503
2020-12-02,329.37,330.14,325.25,327.25,100721170
2020-12-03,327.25,329.65,326.64,328.63,114603696
2020-12-04,328.63,328.88,326.24,328.82,135797791
2020-12-05,328.82,331.01,327.27,330.61,63751700
2020-12-08,330.61,336.09,330.45,333.46,140584589
2020-12-09,333.46,339.52,331.89,336.85,106058826
2020-12-10,336.85,343.32,333.92,340.31,60154058
2020-12-11,340.31,346.26,337.04,343.39,78734486
2020-12-12,343.39,344.56,337.63,340.80,111244239
2020-12-15,340.80,343.56,334.67,337.76,103386445
2020-12-16,337.76,338.73,332.13,334.69,84075795
2020-12-17,334.69,338.43,333.40,337.63,147305865
2020-12-18,337.63,340.96,335.54,339.20,106092018
2020-12-19,339.20,342.00,337.36,340.18,142776536
2020-12-22,340.18,343.47,335.45,336.99,98922181
2020-12-23,336.99,339.06,332.12,334.73,93926002
2020-12-24,334.73,337.88,333.56,335.52,101401143
